x,y,cls
47.097628517076394,583.325886796229,1
259.14422885980497,500.887873372994,2
388.07254764251405,23.1845811707899,1
384.351651719771,11.8859175592661,1
839.766308362596,491.34157192893304,1
685.058141942136,817.7490052767099,1
668.573366641067,68.2531045284122,1
90.9418343100697,85.91271566692741,1
255.131542333402,291.289516934194,4
93.2618964929134,796.380204171874,1
838.0012082168829,75.05404099356379,1
576.7451123334471,505.688689090312,3
76.79652844090009,769.321296759881,1
880.705812131055,856.508414167911,1
508.033137582242,808.722319593653,1
23.397891386412102,207.671433594078,1
448.45026300754404,881.2542920233681,1
219.12868784274897,889.281865954399,1
523.082899837755,88.7014693580568,1
729.75370392669,87.33609588816759,1
369.38533424399805,589.312041504309,2
688.123551243916,649.559276830405,3
29.854513937607397,9.25145647488534,1
187.709976243787,64.0645845327526,1
207.240550336428,345.824937243015,4
365.91936845797994,292.077603796497,4
766.666994453408,26.2342888629064,1
618.733118847013,887.17560977675,1
887.1513278223571,116.79726135917,1
110.231530945748,824.098025565036,1
293.950713984668,305.21037639118697,4
502.035699784756,614.786559250206,3
37.2114746365696,481.271520140581,1
729.460296663456,63.6876335833222,1
262.060103123076,829.837517626584,1
218.983183871023,899.2510113632311,1
37.5106465537101,777.949654497206,1
216.14424604922502,266.414890740998,4
528.3451462397351,23.6995516810566,1
569.307629624382,89.33736830949779,1
538.791278097779,869.166535930708,1
179.24370795954,31.8364191334695,1
257.352878269739,522.266806941479,2
799.169237189926,42.0976480934769,1
398.313493025489,16.7148214532062,1
175.149544095621,832.3140194406731,1
647.628434607759,355.99479968659597,5
241.72022589482398,397.774438164197,4
70.3118539648131,533.0457711825151,1
840.80881155096,594.44804051891,1
471.19329180568496,840.728656039573,1
350.704172579572,256.78262743167596,4
166.112913493998,800.175268412568,1
91.110474220477,359.976293798536,1
817.348726233467,619.450392457657,1
820.5970427021381,865.945065231062,1
76.04076848365371,795.347734959796,1
52.9172274749726,418.40660471934797,1
615.223791799508,69.9307325994596,1
827.780038886704,247.059876448475,1
369.234879920259,53.20777734741571,1
650.319309672341,319.134345743805,5
260.641385964118,240.16001529526,4
24.142864043824396,495.459073735401,1
225.462323357351,370.34224437084,4
215.330529212952,299.00264230091096,4
363.390584732406,22.4820618052036,1
357.752311904915,818.844555434771,1
820.018304139376,108.679104410112,1
45.0636857422069,421.274447534233,1
791.767725418322,889.5186427747831,1
586.347199324518,392.02196986880205,5
835.903335618787,483.11106960754796,1
209.462731587701,518.503666017205,2
697.086453577504,262.584252865054,5
876.4357592677701,224.29315850604303,1
622.848923946731,513.060329644941,3
372.57909018080704,5.33519200980663,1
163.06884095538402,879.047066601925,1
193.725202535279,21.5940169757232,1
377.479310659692,90.81594608724122,1
523.351307446137,71.5985029237345,1
59.5901708118618,662.011563149281,1
47.4235435249284,186.355438479222,1
185.30356390401698,95.8874926669523,1
200.046785711311,397.067871387117,4
895.673370128497,64.4018614199013,1
347.488745651208,369.791448349133,4
522.662458545528,618.406058242545,3
74.8853072058409,701.5362100442869,1
631.243697740138,893.1120857829229,1
364.164788858034,99.3221484823152,1
349.617431382649,875.965772755444,1
632.565782032907,315.795113495551,5
612.7753318520259,26.9358051242307,1
340.88114365004,324.839221383445,4
618.55369687546,205.31814575661,5
15.5175971332937,189.77198456413998,1
860.366061679088,713.924122718163,1
59.829643671400795,713.74536731746,1
